,Hour,Flow (Veh/Hour),# Lane Points,% Observed
54,2014-04-03 06:00:00,3312,48,100
55,2014-04-03 07:00:00,4294,48,100
56,2014-04-03 08:00:00,4283,48,100
57,2014-04-03 09:00:00,3793,48,100
58,2014-04-03 10:00:00,3782,48,100
59,2014-04-03 11:00:00,4165,48,100
60,2014-04-03 12:00:00,4426,48,100
61,2014-04-03 13:00:00,4784,48,100
62,2014-04-03 14:00:00,5983,48,100
63,2014-04-03 15:00:00,6625,48,100
64,2014-04-03 16:00:00,6733,48,100
65,2014-04-03 17:00:00,6333,48,100
66,2014-04-03 18:00:00,4869,48,100
67,2014-04-03 19:00:00,4003,48,100
68,2014-04-03 20:00:00,3304,48,100
69,2014-04-03 21:00:00,2573,48,100
70,2014-04-03 22:00:00,1852,48,100
71,2014-04-03 23:00:00,1275,48,100
72,2014-04-04 00:00:00,767,48,100
73,2014-04-04 01:00:00,488,48,100
74,2014-04-04 02:00:00,348,48,100
75,2014-04-04 03:00:00,362,48,100
76,2014-04-04 04:00:00,600,48,100
77,2014-04-04 05:00:00,1486,48,100
78,2014-04-04 06:00:00,3221,48,100
79,2014-04-04 07:00:00,4330,48,100
80,2014-04-04 08:00:00,4176,48,100
81,2014-04-04 09:00:00,3936,48,100
82,2014-04-04 10:00:00,4211,48,100
83,2014-04-04 11:00:00,4555,48,100
84,2014-04-04 12:00:00,5040,48,100
85,2014-04-04 13:00:00,5437,48,100
86,2014-04-04 14:00:00,6456,48,100
87,2014-04-04 15:00:00,6966,48,100
88,2014-04-04 16:00:00,6841,48,100
89,2014-04-04 17:00:00,6354,48,100
90,2014-04-04 18:00:00,5140,48,100
91,2014-04-04 19:00:00,4025,48,100
92,2014-04-04 20:00:00,3516,48,100
93,2014-04-04 21:00:00,2955,48,100
94,2014-04-04 22:00:00,2414,48,100
95,2014-04-04 23:00:00,1684,48,100
96,2014-04-07 00:00:00,647,48,100
97,2014-04-07 01:00:00,409,48,100
98,2014-04-07 02:00:00,340,48,100
99,2014-04-07 03:00:00,390,48,100
100,2014-04-07 04:00:00,669,48,100
101,2014-04-07 05:00:00,1596,48,100
102,2014-04-07 06:00:00,3239,48,100
103,2014-04-07 07:00:00,3953,48,100
104,2014-04-07 08:00:00,3944,48,100
105,2014-04-07 09:00:00,3540,48,100
106,2014-04-07 10:00:00,3655,48,100
107,2014-04-07 11:00:00,3959,48,100
108,2014-04-07 12:00:00,4298,48,100
109,2014-04-07 13:00:00,4420,48,100
110,2014-04-07 14:00:00,5365,48,100
111,2014-04-07 15:00:00,6499,48,100
112,2014-04-07 16:00:00,6396,48,100
113,2014-04-07 17:00:00,6186,48,100
114,2014-04-07 18:00:00,4609,48,100
115,2014-04-07 19:00:00,3515,48,100
116,2014-04-07 20:00:00,2986,48,100
117,2014-04-07 21:00:00,2409,48,100
118,2014-04-07 22:00:00,1722,48,100
119,2014-04-07 23:00:00,1143,48,100
120,2014-04-08 00:00:00,627,48,100
121,2014-04-08 01:00:00,390,48,100
122,2014-04-08 02:00:00,264,48,100
123,2014-04-08 03:00:00,358,48,100
124,2014-04-08 04:00:00,597,48,100
125,2014-04-08 05:00:00,1567,48,100
126,2014-04-08 06:00:00,3137,48,100
127,2014-04-08 07:00:00,4106,48,100
128,2014-04-08 08:00:00,4012,48,100
129,2014-04-08 09:00:00,3659,48,100
130,2014-04-08 10:00:00,3744,48,100
131,2014-04-08 11:00:00,3975,48,100
132,2014-04-08 12:00:00,4284,48,100
133,2014-04-08 13:00:00,4678,48,100
134,2014-04-08 14:00:00,5577,48,100
135,2014-04-08 15:00:00,6452,48,100
136,2014-04-08 16:00:00,6725,48,100
137,2014-04-08 17:00:00,6137,48,100
138,2014-04-08 18:00:00,4923,48,100
139,2014-04-08 19:00:00,3838,48,100
140,2014-04-08 20:00:00,3056,48,100
141,2014-04-08 21:00:00,2878,48,100
142,2014-04-08 22:00:00,1909,48,100
143,2014-04-08 23:00:00,1205,48,100
144,2014-04-09 00:00:00,666,48,100
145,2014-04-09 01:00:00,410,48,100
146,2014-04-09 02:00:00,342,48,100
147,2014-04-09 03:00:00,365,48,100
148,2014-04-09 04:00:00,624,48,100
149,2014-04-09 05:00:00,1565,48,100
150,2014-04-09 06:00:00,3137,48,100
151,2014-04-09 07:00:00,4055,48,100
152,2014-04-09 08:00:00,3955,48,100
153,2014-04-09 09:00:00,3649,48,100
154,2014-04-09 10:00:00,3704,48,92
155,2014-04-09 11:00:00,4042,48,100
156,2014-04-09 12:00:00,4386,48,100
157,2014-04-09 13:00:00,4684,48,100
158,2014-04-09 14:00:00,5622,48,100
159,2014-04-09 15:00:00,6626,48,100
160,2014-04-09 16:00:00,6584,48,100
161,2014-04-09 17:00:00,6475,48,100
162,2014-04-09 18:00:00,4901,48,100
163,2014-04-09 19:00:00,3816,48,100
164,2014-04-09 20:00:00,3201,48,100
165,2014-04-09 21:00:00,2676,48,100
166,2014-04-09 22:00:00,1853,48,100
167,2014-04-09 23:00:00,1180,48,100
168,2014-04-10 00:00:00,666,48,100
169,2014-04-10 01:00:00,432,48,100
170,2014-04-10 02:00:00,342,48,100
171,2014-04-10 03:00:00,369,48,100
172,2014-04-10 04:00:00,582,48,100
173,2014-04-10 05:00:00,1574,48,100
174,2014-04-10 06:00:00,3193,48,100
175,2014-04-10 07:00:00,3710,48,100
176,2014-04-10 08:00:00,4404,48,100
177,2014-04-10 09:00:00,3816,48,100
178,2014-04-10 10:00:00,3744,48,100
179,2014-04-10 11:00:00,4154,48,100
180,2014-04-10 12:00:00,4570,48,100
181,2014-04-10 13:00:00,4950,48,100
182,2014-04-10 14:00:00,5713,48,100
183,2014-04-10 15:00:00,6479,48,100
184,2014-04-10 16:00:00,6806,48,100
185,2014-04-10 17:00:00,6462,48,100
186,2014-04-10 18:00:00,4909,48,100
187,2014-04-10 19:00:00,3983,48,100
188,2014-04-10 20:00:00,3191,48,100
189,2014-04-10 21:00:00,2757,48,100
190,2014-04-10 22:00:00,1985,48,100
191,2014-04-10 23:00:00,1328,48,100
192,2014-04-11 00:00:00,764,48,100
193,2014-04-11 01:00:00,465,48,100
194,2014-04-11 02:00:00,360,48,100
195,2014-04-11 03:00:00,381,48,100
196,2014-04-11 04:00:00,636,48,100
197,2014-04-11 05:00:00,1550,48,100
198,2014-04-11 06:00:00,3150,48,100
199,2014-04-11 07:00:00,4152,48,100
200,2014-04-11 08:00:00,3987,48,100
201,2014-04-11 09:00:00,3884,48,100
202,2014-04-11 10:00:00,4051,48,100
203,2014-04-11 11:00:00,4398,48,100
204,2014-04-11 12:00:00,4869,48,100
205,2014-04-11 13:00:00,5251,48,100
206,2014-04-11 14:00:00,6158,48,100
207,2014-04-11 15:00:00,6694,48,100
208,2014-04-11 16:00:00,6678,48,100
209,2014-04-11 17:00:00,6187,48,100
210,2014-04-11 18:00:00,5017,48,100
211,2014-04-11 19:00:00,4342,48,100
212,2014-04-11 20:00:00,3542,48,100
213,2014-04-11 21:00:00,3154,48,100
214,2014-04-11 22:00:00,2866,48,100
215,2014-04-11 23:00:00,1771,48,100
216,2014-04-14 00:00:00,627,48,100
217,2014-04-14 01:00:00,433,48,100
218,2014-04-14 02:00:00,287,48,100
219,2014-04-14 03:00:00,375,48,100
220,2014-04-14 04:00:00,695,48,100
221,2014-04-14 05:00:00,1637,48,100
222,2014-04-14 06:00:00,3048,48,100
223,2014-04-14 07:00:00,3858,48,100
224,2014-04-14 08:00:00,3541,48,100
225,2014-04-14 09:00:00,3602,48,100
226,2014-04-14 10:00:00,3669,48,100
227,2014-04-14 11:00:00,3954,48,100
228,2014-04-14 12:00:00,4232,48,100
229,2014-04-14 13:00:00,4348,48,100
230,2014-04-14 14:00:00,5441,48,100
231,2014-04-14 15:00:00,6449,48,100
232,2014-04-14 16:00:00,6424,48,100
233,2014-04-14 17:00:00,5894,48,100
234,2014-04-14 18:00:00,4549,48,100
235,2014-04-14 19:00:00,3669,48,100
236,2014-04-14 20:00:00,2962,48,100
237,2014-04-14 21:00:00,2479,48,100
238,2014-04-14 22:00:00,1987,48,100
239,2014-04-14 23:00:00,1347,48,100
240,2014-04-15 00:00:00,733,48,100
241,2014-04-15 01:00:00,439,48,100
242,2014-04-15 02:00:00,356,48,100
243,2014-04-15 03:00:00,349,48,100
244,2014-04-15 04:00:00,585,48,100
245,2014-04-15 05:00:00,1548,48,100
246,2014-04-15 06:00:00,3024,48,100
247,2014-04-15 07:00:00,3982,48,100
248,2014-04-15 08:00:00,3780,48,100
249,2014-04-15 09:00:00,3634,48,100
250,2014-04-15 10:00:00,3848,48,100
251,2014-04-15 11:00:00,3857,48,100
252,2014-04-15 12:00:00,4295,48,100
253,2014-04-15 13:00:00,4572,48,100
254,2014-04-15 14:00:00,5722,48,100
255,2014-04-15 15:00:00,6417,48,100
256,2014-04-15 16:00:00,6327,48,100
257,2014-04-15 17:00:00,6187,48,100
258,2014-04-15 18:00:00,4985,48,100
259,2014-04-15 19:00:00,3874,48,100
260,2014-04-15 20:00:00,2993,48,100
261,2014-04-15 21:00:00,2601,48,100
262,2014-04-15 22:00:00,2052,48,100
263,2014-04-15 23:00:00,1335,48,100
264,2014-04-16 00:00:00,705,48,100
265,2014-04-16 01:00:00,456,48,100
266,2014-04-16 02:00:00,321,48,100
267,2014-04-16 03:00:00,362,48,100
268,2014-04-16 04:00:00,595,48,100
269,2014-04-16 05:00:00,1584,48,100
270,2014-04-16 06:00:00,3095,48,100
271,2014-04-16 07:00:00,3848,48,100
272,2014-04-16 08:00:00,3732,48,100
273,2014-04-16 09:00:00,3663,48,100
274,2014-04-16 10:00:00,3790,48,100
275,2014-04-16 11:00:00,4034,48,100
276,2014-04-16 12:00:00,4232,48,100
277,2014-04-16 13:00:00,4682,48,100
278,2014-04-16 14:00:00,5378,48,100
279,2014-04-16 15:00:00,6554,48,100
280,2014-04-16 16:00:00,6429,48,100
281,2014-04-16 17:00:00,6198,48,100
282,2014-04-16 18:00:00,5264,48,100
283,2014-04-16 19:00:00,3872,48,100
284,2014-04-16 20:00:00,3270,48,100
285,2014-04-16 21:00:00,2728,48,100
286,2014-04-16 22:00:00,2080,48,100
287,2014-04-16 23:00:00,1260,48,100
288,2014-04-17 00:00:00,740,48,100
289,2014-04-17 01:00:00,440,48,100
290,2014-04-17 02:00:00,354,48,100
291,2014-04-17 03:00:00,364,48,100
292,2014-04-17 04:00:00,600,48,100
293,2014-04-17 05:00:00,1543,48,100
294,2014-04-17 06:00:00,3116,48,100
295,2014-04-17 07:00:00,3949,48,100
296,2014-04-17 08:00:00,3726,48,100
297,2014-04-17 09:00:00,3691,48,100
298,2014-04-17 10:00:00,3714,48,100
299,2014-04-17 11:00:00,4117,48,100
300,2014-04-17 12:00:00,4372,48,100
301,2014-04-17 13:00:00,4752,48,100
302,2014-04-17 14:00:00,5537,48,100
303,2014-04-17 15:00:00,6668,48,100
304,2014-04-17 16:00:00,6673,48,100
305,2014-04-17 17:00:00,6275,48,100
306,2014-04-17 18:00:00,5261,48,100
307,2014-04-17 19:00:00,4059,48,100
308,2014-04-17 20:00:00,3342,48,100
309,2014-04-17 21:00:00,2707,48,100
310,2014-04-17 22:00:00,2013,48,100
311,2014-04-17 23:00:00,1346,48,100
312,2014-04-18 00:00:00,735,48,100
313,2014-04-18 01:00:00,512,48,100
314,2014-04-18 02:00:00,370,48,100
315,2014-04-18 03:00:00,403,48,100
316,2014-04-18 04:00:00,637,48,100
317,2014-04-18 05:00:00,1493,48,100
318,2014-04-18 06:00:00,2936,48,100
319,2014-04-18 07:00:00,3687,48,100
320,2014-04-18 08:00:00,3832,48,100
321,2014-04-18 09:00:00,3860,48,100
322,2014-04-18 10:00:00,4173,48,100
323,2014-04-18 11:00:00,4684,48,100
324,2014-04-18 12:00:00,5171,48,100
325,2014-04-18 13:00:00,5225,48,100
326,2014-04-18 14:00:00,6166,48,100
327,2014-04-18 15:00:00,6760,48,100
328,2014-04-18 16:00:00,6524,48,100
329,2014-04-18 17:00:00,6250,48,100
330,2014-04-18 18:00:00,5002,48,100
331,2014-04-18 19:00:00,4051,48,100
332,2014-04-18 20:00:00,3552,48,100
333,2014-04-18 21:00:00,3031,48,100
334,2014-04-18 22:00:00,2594,48,100
335,2014-04-18 23:00:00,1392,48,100
336,2014-04-21 00:00:00,632,48,100
337,2014-04-21 01:00:00,387,48,100
338,2014-04-21 02:00:00,279,48,100
339,2014-04-21 03:00:00,371,48,100
340,2014-04-21 04:00:00,621,48,100
341,2014-04-21 05:00:00,1636,48,100
342,2014-04-21 06:00:00,3172,48,100
343,2014-04-21 07:00:00,4209,48,100
344,2014-04-21 08:00:00,3814,48,100
345,2014-04-21 09:00:00,3568,48,100
346,2014-04-21 10:00:00,3853,48,100
347,2014-04-21 11:00:00,4082,48,100
348,2014-04-21 12:00:00,4296,48,100
349,2014-04-21 13:00:00,4546,48,100
350,2014-04-21 14:00:00,5351,48,100
351,2014-04-21 15:00:00,6265,48,100
352,2014-04-21 16:00:00,6512,48,100
353,2014-04-21 17:00:00,6087,48,100
354,2014-04-21 18:00:00,4634,48,100
355,2014-04-21 19:00:00,3573,48,100
356,2014-04-21 20:00:00,2859,48,100
357,2014-04-21 21:00:00,2277,48,100
358,2014-04-21 22:00:00,1693,48,100
359,2014-04-21 23:00:00,1050,48,100
360,2014-04-22 00:00:00,632,48,100
361,2014-04-22 01:00:00,385,48,100
362,2014-04-22 02:00:00,274,48,100
363,2014-04-22 03:00:00,334,48,100
364,2014-04-22 04:00:00,607,48,100
365,2014-04-22 05:00:00,1557,48,100
366,2014-04-22 06:00:00,3342,48,100
367,2014-04-22 07:00:00,4251,48,100
368,2014-04-22 08:00:00,4078,48,100
369,2014-04-22 09:00:00,3607,48,100
370,2014-04-22 10:00:00,3643,48,100
371,2014-04-22 11:00:00,3956,48,100
372,2014-04-22 12:00:00,4221,48,100
373,2014-04-22 13:00:00,4722,48,100
374,2014-04-22 14:00:00,5589,48,100
375,2014-04-22 15:00:00,6507,48,100
376,2014-04-22 16:00:00,6578,48,100
377,2014-04-22 17:00:00,6146,48,100
378,2014-04-22 18:00:00,5187,48,100
379,2014-04-22 19:00:00,3619,48,92
380,2014-04-22 20:00:00,3062,48,100
381,2014-04-22 21:00:00,2551,48,100
382,2014-04-22 22:00:00,1887,48,100
383,2014-04-22 23:00:00,1143,48,100
384,2014-04-23 00:00:00,653,48,100
385,2014-04-23 01:00:00,390,48,100
386,2014-04-23 02:00:00,325,48,100
387,2014-04-23 03:00:00,334,48,92
388,2014-04-23 04:00:00,622,48,100
389,2014-04-23 05:00:00,1515,48,100
390,2014-04-23 06:00:00,3369,48,100
391,2014-04-23 07:00:00,4361,48,100
392,2014-04-23 08:00:00,4089,48,100
393,2014-04-23 09:00:00,3708,48,100
394,2014-04-23 10:00:00,3667,48,100
395,2014-04-23 11:00:00,4048,48,100
396,2014-04-23 12:00:00,4378,48,100
397,2014-04-23 13:00:00,4769,48,83
398,2014-04-23 14:00:00,5602,48,100
399,2014-04-23 15:00:00,6590,48,100
400,2014-04-23 16:00:00,6654,48,100
401,2014-04-23 17:00:00,6425,48,83
402,2014-04-23 18:00:00,4963,48,100
403,2014-04-23 19:00:00,3946,48,100
404,2014-04-23 20:00:00,3212,48,100
405,2014-04-23 21:00:00,2692,48,100
406,2014-04-23 22:00:00,1839,48,100
407,2014-04-23 23:00:00,1222,48,100
408,2014-04-24 00:00:00,690,48,100
409,2014-04-24 01:00:00,418,48,100
410,2014-04-24 02:00:00,352,48,100
411,2014-04-24 03:00:00,416,48,100
412,2014-04-24 04:00:00,701,48,100
413,2014-04-24 05:00:00,1586,48,100
414,2014-04-24 06:00:00,3243,48,100
415,2014-04-24 07:00:00,4279,48,100
416,2014-04-24 08:00:00,4205,48,100
417,2014-04-24 09:00:00,3854,48,100
418,2014-04-24 10:00:00,3625,48,100
419,2014-04-24 11:00:00,4026,48,100
420,2014-04-24 12:00:00,4207,48,100
421,2014-04-24 13:00:00,4743,48,100
422,2014-04-24 14:00:00,5772,48,100
423,2014-04-24 15:00:00,6704,48,100
424,2014-04-24 16:00:00,6582,48,100
425,2014-04-24 17:00:00,6478,48,100
426,2014-04-24 18:00:00,5176,48,100
427,2014-04-24 19:00:00,3917,48,100
428,2014-04-24 20:00:00,3140,48,100
429,2014-04-24 21:00:00,2735,48,100
430,2014-04-24 22:00:00,1965,48,100
431,2014-04-24 23:00:00,1294,48,100
432,2014-04-25 00:00:00,745,48,100
433,2014-04-25 01:00:00,482,48,100
434,2014-04-25 02:00:00,399,48,100
435,2014-04-25 03:00:00,358,48,100
436,2014-04-25 04:00:00,638,48,100
437,2014-04-25 05:00:00,1550,48,100
438,2014-04-25 06:00:00,3304,48,100
439,2014-04-25 07:00:00,4301,48,100
440,2014-04-25 08:00:00,4182,48,100
441,2014-04-25 09:00:00,3786,48,100
442,2014-04-25 10:00:00,3985,48,100
443,2014-04-25 11:00:00,4470,48,100
444,2014-04-25 12:00:00,4872,48,100
445,2014-04-25 13:00:00,5213,48,100
446,2014-04-25 14:00:00,6267,48,100
447,2014-04-25 15:00:00,6833,48,100
448,2014-04-25 16:00:00,6858,48,100
449,2014-04-25 17:00:00,6432,48,100
450,2014-04-25 18:00:00,5271,48,100
451,2014-04-25 19:00:00,4007,48,100
452,2014-04-25 20:00:00,3335,48,100
453,2014-04-25 21:00:00,2873,48,100
454,2014-04-25 22:00:00,2350,48,100
455,2014-04-25 23:00:00,1715,48,100
456,2014-04-28 00:00:00,656,48,100
457,2014-04-28 01:00:00,418,48,100
458,2014-04-28 02:00:00,286,48,100
459,2014-04-28 03:00:00,429,48,100
460,2014-04-28 04:00:00,620,48,100
461,2014-04-28 05:00:00,1637,48,100
462,2014-04-28 06:00:00,3227,48,100
463,2014-04-28 07:00:00,4263,48,100
464,2014-04-28 08:00:00,4168,48,100
465,2014-04-28 09:00:00,3590,48,100
466,2014-04-28 10:00:00,3509,48,100
467,2014-04-28 11:00:00,3927,48,100
468,2014-04-28 12:00:00,4082,48,100
469,2014-04-28 13:00:00,4483,48,100
470,2014-04-28 14:00:00,5427,48,100
471,2014-04-28 15:00:00,6463,48,100
472,2014-04-28 16:00:00,6274,48,100
473,2014-04-28 17:00:00,6060,48,100
474,2014-04-28 18:00:00,4655,48,92
475,2014-04-28 19:00:00,3403,48,100
476,2014-04-28 20:00:00,2813,48,100
477,2014-04-28 21:00:00,2247,48,100
478,2014-04-28 22:00:00,1669,48,100
479,2014-04-28 23:00:00,1120,48,100
480,2014-04-29 00:00:00,635,48,100
481,2014-04-29 01:00:00,401,48,100
482,2014-04-29 02:00:00,287,48,100
483,2014-04-29 03:00:00,327,48,100
484,2014-04-29 04:00:00,595,48,100
485,2014-04-29 05:00:00,1543,48,100
486,2014-04-29 06:00:00,3150,48,100
487,2014-04-29 07:00:00,4188,48,100
488,2014-04-29 08:00:00,4182,48,100
489,2014-04-29 09:00:00,3732,48,100
490,2014-04-29 10:00:00,3595,48,100
491,2014-04-29 11:00:00,3893,48,92
492,2014-04-29 12:00:00,4127,48,100
493,2014-04-29 13:00:00,4620,48,33
494,2014-04-29 14:00:00,5613,48,0
495,2014-04-29 15:00:00,6532,48,42
496,2014-04-29 16:00:00,6574,48,100
497,2014-04-29 17:00:00,6298,48,100
498,2014-04-29 18:00:00,5016,48,100
499,2014-04-29 19:00:00,3560,48,100
500,2014-04-29 20:00:00,3102,48,100
501,2014-04-29 21:00:00,2524,48,100
502,2014-04-29 22:00:00,1822,48,100
503,2014-04-29 23:00:00,1101,48,100
504,2014-04-30 00:00:00,691,48,100
505,2014-04-30 01:00:00,415,48,100
506,2014-04-30 02:00:00,321,48,100
507,2014-04-30 03:00:00,344,48,100
508,2014-04-30 04:00:00,650,48,100
509,2014-04-30 05:00:00,1606,48,100
510,2014-04-30 06:00:00,3230,48,100
511,2014-04-30 07:00:00,4285,48,100
512,2014-04-30 08:00:00,4249,48,100
513,2014-04-30 09:00:00,3670,48,100
514,2014-04-30 10:00:00,3623,48,100
515,2014-04-30 11:00:00,3770,48,100
516,2014-04-30 12:00:00,4182,48,100
517,2014-04-30 13:00:00,4529,48,100
518,2014-04-30 14:00:00,5451,48,100
519,2014-04-30 15:00:00,6422,48,100
520,2014-04-30 16:00:00,6609,48,100
521,2014-04-30 17:00:00,6344,48,100
522,2014-04-30 18:00:00,5195,48,100
523,2014-04-30 19:00:00,3755,48,100
524,2014-04-30 20:00:00,3241,48,100
525,2014-04-30 21:00:00,2683,48,100
526,2014-04-30 22:00:00,1924,48,100
527,2014-04-30 23:00:00,1294,48,100
528,2014-05-01 00:00:00,778,48,100
529,2014-05-01 01:00:00,457,48,100
530,2014-05-01 02:00:00,406,48,100
531,2014-05-01 03:00:00,381,48,100
532,2014-05-01 04:00:00,630,48,100
533,2014-05-01 05:00:00,1582,48,100
534,2014-05-01 06:00:00,3274,48,100
535,2014-05-01 07:00:00,4303,48,100
536,2014-05-01 08:00:00,4392,48,100
537,2014-05-01 09:00:00,3795,48,100
538,2014-05-01 10:00:00,3842,48,100
539,2014-05-01 11:00:00,4075,48,100
540,2014-05-01 12:00:00,4375,48,100
541,2014-05-01 13:00:00,4649,48,100
542,2014-05-01 14:00:00,5635,48,100
543,2014-05-01 15:00:00,6584,48,100
544,2014-05-01 16:00:00,6776,48,100
545,2014-05-01 17:00:00,6259,48,100
546,2014-05-01 18:00:00,5110,48,100
547,2014-05-01 19:00:00,3956,48,100
548,2014-05-01 20:00:00,3371,48,100
549,2014-05-01 21:00:00,2833,48,100
550,2014-05-01 22:00:00,2193,48,100
551,2014-05-01 23:00:00,1450,48,100
552,2014-05-02 00:00:00,832,48,100
553,2014-05-02 01:00:00,510,48,100
554,2014-05-02 02:00:00,422,48,100
555,2014-05-02 03:00:00,427,48,100
556,2014-05-02 04:00:00,638,48,100
557,2014-05-02 05:00:00,1602,48,100
558,2014-05-02 06:00:00,3210,48,100
559,2014-05-02 07:00:00,4337,48,100
560,2014-05-02 08:00:00,4395,48,100
561,2014-05-02 09:00:00,3971,48,100
562,2014-05-02 10:00:00,4281,48,100
563,2014-05-02 11:00:00,4479,48,100
564,2014-05-02 12:00:00,4916,48,100
565,2014-05-02 13:00:00,5201,48,100
566,2014-05-02 14:00:00,6114,48,100
567,2014-05-02 15:00:00,6619,48,100
568,2014-05-02 16:00:00,6631,48,100
569,2014-05-02 17:00:00,6255,48,100
570,2014-05-02 18:00:00,5071,48,100
571,2014-05-02 19:00:00,4219,48,100
572,2014-05-02 20:00:00,3626,48,100
573,2014-05-02 21:00:00,3282,48,100
574,2014-05-02 22:00:00,2768,48,100
575,2014-05-02 23:00:00,1946,48,100
576,2014-05-05 00:00:00,706,48,100
577,2014-05-05 01:00:00,409,48,100
578,2014-05-05 02:00:00,342,48,100
579,2014-05-05 03:00:00,364,48,100
580,2014-05-05 04:00:00,716,48,100
581,2014-05-05 05:00:00,1577,48,100
582,2014-05-05 06:00:00,3278,48,100
583,2014-05-05 07:00:00,4410,48,100
584,2014-05-05 08:00:00,4126,48,100
585,2014-05-05 09:00:00,3690,48,100
586,2014-05-05 10:00:00,3601,48,100
587,2014-05-05 11:00:00,3902,48,100
588,2014-05-05 12:00:00,4254,48,100
589,2014-05-05 13:00:00,4562,48,100
590,2014-05-05 14:00:00,5434,48,100
591,2014-05-05 15:00:00,5929,48,100
592,2014-05-05 16:00:00,6471,48,100
593,2014-05-05 17:00:00,6450,48,100
594,2014-05-05 18:00:00,4778,48,100
595,2014-05-05 19:00:00,3454,48,100
596,2014-05-05 20:00:00,2885,48,100
597,2014-05-05 21:00:00,2342,48,100
598,2014-05-05 22:00:00,1779,48,100
599,2014-05-05 23:00:00,1258,48,100
600,2014-05-06 00:00:00,676,48,100
601,2014-05-06 01:00:00,454,48,100
602,2014-05-06 02:00:00,297,48,100
603,2014-05-06 03:00:00,317,48,100
604,2014-05-06 04:00:00,636,48,100
605,2014-05-06 05:00:00,1559,48,100
606,2014-05-06 06:00:00,3185,48,100
607,2014-05-06 07:00:00,4227,48,100
608,2014-05-06 08:00:00,4289,48,100
609,2014-05-06 09:00:00,3536,48,100
610,2014-05-06 10:00:00,3660,48,100
611,2014-05-06 11:00:00,3767,48,100
612,2014-05-06 12:00:00,4170,48,100
613,2014-05-06 13:00:00,4531,48,100
614,2014-05-06 14:00:00,5521,48,100
615,2014-05-06 15:00:00,6562,48,100
616,2014-05-06 16:00:00,6549,48,83
617,2014-05-06 17:00:00,6353,48,100
618,2014-05-06 18:00:00,4796,48,100
619,2014-05-06 19:00:00,3458,48,100
620,2014-05-06 20:00:00,3025,48,100
621,2014-05-06 21:00:00,2563,48,100
622,2014-05-06 22:00:00,1950,48,92
623,2014-05-06 23:00:00,1165,48,83
624,2014-05-07 00:00:00,674,48,100
625,2014-05-07 01:00:00,378,48,100
626,2014-05-07 02:00:00,338,48,100
627,2014-05-07 03:00:00,343,48,100
628,2014-05-07 04:00:00,623,48,100
629,2014-05-07 05:00:00,1546,48,100
630,2014-05-07 06:00:00,3219,48,100
631,2014-05-07 07:00:00,4349,48,100
632,2014-05-07 08:00:00,4446,48,100
633,2014-05-07 09:00:00,3675,48,100
634,2014-05-07 10:00:00,3597,48,100
635,2014-05-07 11:00:00,3956,48,100
636,2014-05-07 12:00:00,4234,48,100
637,2014-05-07 13:00:00,4566,48,100
638,2014-05-07 14:00:00,5491,48,100
