,Hour,Flow (Veh/Hour),# Lane Points,% Observed
70,2014-01-06 22:00:00,1511,48,100
71,2014-01-06 23:00:00,975,48,100
72,2014-01-07 00:00:00,607,48,100
73,2014-01-07 01:00:00,347,48,100
74,2014-01-07 02:00:00,260,48,100
75,2014-01-07 03:00:00,317,48,100
76,2014-01-07 04:00:00,627,48,100
77,2014-01-07 05:00:00,1424,48,100
78,2014-01-07 06:00:00,2955,48,100
79,2014-01-07 07:00:00,4124,48,100
80,2014-01-07 08:00:00,3945,48,100
81,2014-01-07 09:00:00,3630,48,100
82,2014-01-07 10:00:00,3561,48,100
83,2014-01-07 11:00:00,3850,48,100
84,2014-01-07 12:00:00,4204,48,100
85,2014-01-07 13:00:00,4505,48,100
86,2014-01-07 14:00:00,5423,48,100
87,2014-01-07 15:00:00,6754,48,100
88,2014-01-07 16:00:00,6717,48,100
89,2014-01-07 17:00:00,6224,48,100
90,2014-01-07 18:00:00,4662,48,100
91,2014-01-07 19:00:00,3191,48,100
92,2014-01-07 20:00:00,2515,48,100
93,2014-01-07 21:00:00,2027,48,100
94,2014-01-07 22:00:00,1539,48,100
95,2014-01-07 23:00:00,1001,48,100
96,2014-01-08 00:00:00,614,48,100
97,2014-01-08 01:00:00,367,48,100
98,2014-01-08 02:00:00,313,48,100
99,2014-01-08 03:00:00,332,48,100
100,2014-01-08 04:00:00,614,48,100
101,2014-01-08 05:00:00,1433,48,100
102,2014-01-08 06:00:00,2980,48,100
103,2014-01-08 07:00:00,4127,48,100
104,2014-01-08 08:00:00,3949,48,100
105,2014-01-08 09:00:00,3590,48,100
106,2014-01-08 10:00:00,3452,48,100
107,2014-01-08 11:00:00,4004,48,100
108,2014-01-08 12:00:00,4323,48,100
109,2014-01-08 13:00:00,4527,48,100
110,2014-01-08 14:00:00,5556,48,100
111,2014-01-08 15:00:00,6502,48,100
112,2014-01-08 16:00:00,6532,48,100
113,2014-01-08 17:00:00,6223,48,100
114,2014-01-08 18:00:00,4832,48,100
115,2014-01-08 19:00:00,3152,48,100
116,2014-01-08 20:00:00,2669,48,100
117,2014-01-08 21:00:00,2181,48,100
118,2014-01-08 22:00:00,1860,48,100
119,2014-01-08 23:00:00,1045,48,100
120,2014-01-09 00:00:00,636,48,100
121,2014-01-09 01:00:00,347,48,100
122,2014-01-09 02:00:00,296,48,100
123,2014-01-09 03:00:00,325,48,100
124,2014-01-09 04:00:00,639,48,100
125,2014-01-09 05:00:00,1477,48,100
126,2014-01-09 06:00:00,2706,48,100
127,2014-01-09 07:00:00,4078,48,83
128,2014-01-09 08:00:00,4152,48,100
129,2014-01-09 09:00:00,3587,48,100
130,2014-01-09 10:00:00,3617,48,100
131,2014-01-09 11:00:00,3842,48,100
132,2014-01-09 12:00:00,4265,48,100
133,2014-01-09 13:00:00,4640,48,100
134,2014-01-09 14:00:00,5654,48,100
135,2014-01-09 15:00:00,6760,48,100
136,2014-01-09 16:00:00,6380,48,100
137,2014-01-09 17:00:00,6283,48,100
138,2014-01-09 18:00:00,4766,48,83
139,2014-01-09 19:00:00,3236,48,100
140,2014-01-09 20:00:00,2639,48,100
141,2014-01-09 21:00:00,2226,48,100
142,2014-01-09 22:00:00,1655,48,100
143,2014-01-09 23:00:00,1054,48,100
144,2014-01-10 00:00:00,664,48,100
145,2014-01-10 01:00:00,445,48,100
146,2014-01-10 02:00:00,340,48,100
147,2014-01-10 03:00:00,355,48,100
148,2014-01-10 04:00:00,562,48,100
149,2014-01-10 05:00:00,1456,48,100
150,2014-01-10 06:00:00,2945,48,100
151,2014-01-10 07:00:00,4128,48,100
152,2014-01-10 08:00:00,3952,48,100
153,2014-01-10 09:00:00,3812,48,100
154,2014-01-10 10:00:00,3872,48,100
155,2014-01-10 11:00:00,4372,48,100
156,2014-01-10 12:00:00,4740,48,100
157,2014-01-10 13:00:00,5120,48,100
158,2014-01-10 14:00:00,6085,48,100
159,2014-01-10 15:00:00,6726,48,100
160,2014-01-10 16:00:00,6639,48,100
161,2014-01-10 17:00:00,6172,48,100
162,2014-01-10 18:00:00,4995,48,100
163,2014-01-10 19:00:00,3798,48,100
164,2014-01-10 20:00:00,3030,48,100
165,2014-01-10 21:00:00,2543,48,100
166,2014-01-10 22:00:00,2146,48,100
167,2014-01-10 23:00:00,1500,48,100
168,2014-01-13 00:00:00,527,48,100
169,2014-01-13 01:00:00,361,48,100
170,2014-01-13 02:00:00,285,48,100
171,2014-01-13 03:00:00,353,48,100
172,2014-01-13 04:00:00,662,48,100
173,2014-01-13 05:00:00,1458,48,100
174,2014-01-13 06:00:00,3131,48,100
175,2014-01-13 07:00:00,4258,48,100
176,2014-01-13 08:00:00,3859,48,100
177,2014-01-13 09:00:00,3473,48,100
178,2014-01-13 10:00:00,3658,48,100
179,2014-01-13 11:00:00,3858,48,100
180,2014-01-13 12:00:00,4082,48,100
181,2014-01-13 13:00:00,4444,48,100
182,2014-01-13 14:00:00,5510,48,100
183,2014-01-13 15:00:00,6343,48,100
184,2014-01-13 16:00:00,6398,48,100
185,2014-01-13 17:00:00,6155,48,100
186,2014-01-13 18:00:00,4324,48,100
187,2014-01-13 19:00:00,3029,48,100
188,2014-01-13 20:00:00,2207,48,100
189,2014-01-13 21:00:00,1983,48,100
190,2014-01-13 22:00:00,1442,48,100
191,2014-01-13 23:00:00,971,48,100
192,2014-01-14 00:00:00,547,48,100
193,2014-01-14 01:00:00,388,48,100
194,2014-01-14 02:00:00,244,48,100
195,2014-01-14 03:00:00,299,48,100
196,2014-01-14 04:00:00,584,48,100
197,2014-01-14 05:00:00,1406,48,100
198,2014-01-14 06:00:00,3041,48,100
199,2014-01-14 07:00:00,4330,48,100
200,2014-01-14 08:00:00,4169,48,100
201,2014-01-14 09:00:00,3621,48,100
202,2014-01-14 10:00:00,3661,48,100
203,2014-01-14 11:00:00,3977,48,100
204,2014-01-14 12:00:00,4228,48,100
205,2014-01-14 13:00:00,4554,48,100
206,2014-01-14 14:00:00,5401,48,100
207,2014-01-14 15:00:00,6103,48,100
208,2014-01-14 16:00:00,6522,48,100
209,2014-01-14 17:00:00,6104,48,100
210,2014-01-14 18:00:00,4802,48,100
211,2014-01-14 19:00:00,3386,48,100
212,2014-01-14 20:00:00,2625,48,100
213,2014-01-14 21:00:00,2215,48,100
214,2014-01-14 22:00:00,1573,48,100
215,2014-01-14 23:00:00,1038,48,100
216,2014-01-15 00:00:00,572,48,100
217,2014-01-15 01:00:00,364,48,100
218,2014-01-15 02:00:00,337,48,100
219,2014-01-15 03:00:00,345,48,100
220,2014-01-15 04:00:00,599,48,100
221,2014-01-15 05:00:00,1413,48,100
222,2014-01-15 06:00:00,3011,48,100
223,2014-01-15 07:00:00,4292,48,100
224,2014-01-15 08:00:00,4150,48,100
225,2014-01-15 09:00:00,3590,48,100
226,2014-01-15 10:00:00,3598,48,100
227,2014-01-15 11:00:00,3900,48,100
228,2014-01-15 12:00:00,4136,48,100
229,2014-01-15 13:00:00,4503,48,100
230,2014-01-15 14:00:00,5457,48,100
231,2014-01-15 15:00:00,6457,48,100
232,2014-01-15 16:00:00,6503,48,100
233,2014-01-15 17:00:00,6152,48,100
234,2014-01-15 18:00:00,4961,48,100
235,2014-01-15 19:00:00,3342,48,100
236,2014-01-15 20:00:00,2763,48,100
237,2014-01-15 21:00:00,2589,48,100
238,2014-01-15 22:00:00,1642,48,100
239,2014-01-15 23:00:00,1074,48,100
240,2014-01-16 00:00:00,564,48,100
241,2014-01-16 01:00:00,440,48,100
242,2014-01-16 02:00:00,322,48,100
243,2014-01-16 03:00:00,370,48,100
244,2014-01-16 04:00:00,645,48,100
245,2014-01-16 05:00:00,1426,48,100
246,2014-01-16 06:00:00,3066,48,100
247,2014-01-16 07:00:00,4392,48,100
248,2014-01-16 08:00:00,4264,48,100
249,2014-01-16 09:00:00,3643,48,100
250,2014-01-16 10:00:00,3655,48,100
251,2014-01-16 11:00:00,4013,48,100
252,2014-01-16 12:00:00,4308,48,100
253,2014-01-16 13:00:00,4574,48,100
254,2014-01-16 14:00:00,5435,48,58
255,2014-01-16 15:00:00,6044,48,0
256,2014-01-16 16:00:00,6565,48,100
257,2014-01-16 17:00:00,6375,48,100
258,2014-01-16 18:00:00,4778,48,100
259,2014-01-16 19:00:00,3360,48,100
260,2014-01-16 20:00:00,2668,48,100
261,2014-01-16 21:00:00,2184,48,100
262,2014-01-16 22:00:00,1652,48,100
263,2014-01-16 23:00:00,1136,48,100
264,2014-01-17 00:00:00,656,48,100
265,2014-01-17 01:00:00,428,48,100
266,2014-01-17 02:00:00,355,48,100
267,2014-01-17 03:00:00,357,48,100
268,2014-01-17 04:00:00,595,48,100
269,2014-01-17 05:00:00,1457,48,100
270,2014-01-17 06:00:00,3002,48,100
271,2014-01-17 07:00:00,4228,48,100
272,2014-01-17 08:00:00,4190,48,100
273,2014-01-17 09:00:00,3872,48,100
274,2014-01-17 10:00:00,3960,48,100
275,2014-01-17 11:00:00,4354,48,100
276,2014-01-17 12:00:00,4846,48,100
277,2014-01-17 13:00:00,5277,48,100
278,2014-01-17 14:00:00,6075,48,100
279,2014-01-17 15:00:00,6638,48,100
280,2014-01-17 16:00:00,6860,48,100
281,2014-01-17 17:00:00,6632,48,100
282,2014-01-17 18:00:00,5522,48,100
283,2014-01-17 19:00:00,3934,48,100
284,2014-01-17 20:00:00,3080,48,100
285,2014-01-17 21:00:00,2694,48,100
286,2014-01-17 22:00:00,2212,48,100
287,2014-01-17 23:00:00,1510,48,100
288,2014-01-21 00:00:00,581,48,100
289,2014-01-21 01:00:00,348,48,100
290,2014-01-21 02:00:00,257,48,100
291,2014-01-21 03:00:00,302,48,100
292,2014-01-21 04:00:00,644,48,100
293,2014-01-21 05:00:00,1478,48,100
294,2014-01-21 06:00:00,3105,48,100
295,2014-01-21 07:00:00,4374,48,100
296,2014-01-21 08:00:00,4107,48,100
297,2014-01-21 09:00:00,3766,48,100
298,2014-01-21 10:00:00,3665,48,100
299,2014-01-21 11:00:00,3909,48,100
300,2014-01-21 12:00:00,4053,48,100
301,2014-01-21 13:00:00,4379,48,100
302,2014-01-21 14:00:00,5427,48,100
303,2014-01-21 15:00:00,6665,48,100
304,2014-01-21 16:00:00,6256,48,100
305,2014-01-21 17:00:00,5715,48,100
306,2014-01-21 18:00:00,4850,48,100
307,2014-01-21 19:00:00,3147,48,100
308,2014-01-21 20:00:00,2575,48,100
309,2014-01-21 21:00:00,2202,48,100
310,2014-01-21 22:00:00,1579,48,100
311,2014-01-21 23:00:00,1019,48,100
312,2014-01-22 00:00:00,619,48,100
313,2014-01-22 01:00:00,364,48,100
314,2014-01-22 02:00:00,271,48,100
315,2014-01-22 03:00:00,346,48,100
316,2014-01-22 04:00:00,635,48,100
317,2014-01-22 05:00:00,1425,48,100
318,2014-01-22 06:00:00,3047,48,100
319,2014-01-22 07:00:00,4363,48,100
320,2014-01-22 08:00:00,4087,48,100
321,2014-01-22 09:00:00,3529,48,100
322,2014-01-22 10:00:00,3572,48,100
323,2014-01-22 11:00:00,3908,48,100
324,2014-01-22 12:00:00,4180,48,100
325,2014-01-22 13:00:00,4583,48,100
326,2014-01-22 14:00:00,5326,48,100
327,2014-01-22 15:00:00,6397,48,100
328,2014-01-22 16:00:00,5963,48,100
329,2014-01-22 17:00:00,6339,48,100
330,2014-01-22 18:00:00,4985,48,100
331,2014-01-22 19:00:00,3265,48,100
332,2014-01-22 20:00:00,2699,48,100
333,2014-01-22 21:00:00,2438,48,100
334,2014-01-22 22:00:00,1615,48,100
335,2014-01-22 23:00:00,1064,48,100
336,2014-01-23 00:00:00,648,48,100
337,2014-01-23 01:00:00,349,48,100
338,2014-01-23 02:00:00,289,48,100
339,2014-01-23 03:00:00,342,48,100
340,2014-01-23 04:00:00,660,48,100
341,2014-01-23 05:00:00,1475,48,100
342,2014-01-23 06:00:00,3031,48,100
343,2014-01-23 07:00:00,4220,48,100
344,2014-01-23 08:00:00,4092,48,100
345,2014-01-23 09:00:00,3625,48,100
346,2014-01-23 10:00:00,3612,48,75
347,2014-01-23 11:00:00,3945,48,100
348,2014-01-23 12:00:00,4188,48,100
349,2014-01-23 13:00:00,4567,48,100
350,2014-01-23 14:00:00,5575,48,83
351,2014-01-23 15:00:00,6542,48,100
352,2014-01-23 16:00:00,6676,48,100
353,2014-01-23 17:00:00,6318,48,100
354,2014-01-23 18:00:00,4691,48,100
355,2014-01-23 19:00:00,3376,48,100
356,2014-01-23 20:00:00,2652,48,100
357,2014-01-23 21:00:00,2365,48,100
358,2014-01-23 22:00:00,1679,48,100
359,2014-01-23 23:00:00,1110,48,100
360,2014-01-24 00:00:00,659,48,100
361,2014-01-24 01:00:00,414,48,100
362,2014-01-24 02:00:00,371,48,100
363,2014-01-24 03:00:00,354,48,100
364,2014-01-24 04:00:00,640,48,100
365,2014-01-24 05:00:00,1468,48,100
366,2014-01-24 06:00:00,2994,48,100
367,2014-01-24 07:00:00,4222,48,100
368,2014-01-24 08:00:00,4153,48,100
369,2014-01-24 09:00:00,3745,48,100
370,2014-01-24 10:00:00,3883,48,100
371,2014-01-24 11:00:00,4229,48,100
372,2014-01-24 12:00:00,4770,48,100
373,2014-01-24 13:00:00,5143,48,100
374,2014-01-24 14:00:00,6104,48,100
375,2014-01-24 15:00:00,6891,48,100
376,2014-01-24 16:00:00,6794,48,100
377,2014-01-24 17:00:00,6205,48,100
378,2014-01-24 18:00:00,5010,48,100
379,2014-01-24 19:00:00,3675,48,100
380,2014-01-24 20:00:00,2922,48,100
381,2014-01-24 21:00:00,2584,48,100
382,2014-01-24 22:00:00,2172,48,100
383,2014-01-24 23:00:00,1555,48,100
384,2014-01-27 00:00:00,551,48,100
385,2014-01-27 01:00:00,355,48,100
386,2014-01-27 02:00:00,283,48,100
387,2014-01-27 03:00:00,356,48,100
388,2014-01-27 04:00:00,645,48,100
389,2014-01-27 05:00:00,1532,48,100
390,2014-01-27 06:00:00,3075,48,100
391,2014-01-27 07:00:00,4136,48,100
392,2014-01-27 08:00:00,4133,48,100
393,2014-01-27 09:00:00,3597,48,100
394,2014-01-27 10:00:00,3656,48,100
395,2014-01-27 11:00:00,3913,48,100
396,2014-01-27 12:00:00,4027,48,100
397,2014-01-27 13:00:00,4400,48,100
398,2014-01-27 14:00:00,5374,48,100
399,2014-01-27 15:00:00,6175,48,100
400,2014-01-27 16:00:00,6501,48,100
401,2014-01-27 17:00:00,6339,48,100
402,2014-01-27 18:00:00,4629,48,100
403,2014-01-27 19:00:00,3017,48,100
404,2014-01-27 20:00:00,2534,48,100
405,2014-01-27 21:00:00,2102,48,100
406,2014-01-27 22:00:00,1463,48,100
407,2014-01-27 23:00:00,912,48,100
408,2014-01-28 00:00:00,532,48,100
409,2014-01-28 01:00:00,320,48,100
410,2014-01-28 02:00:00,243,48,100
411,2014-01-28 03:00:00,304,48,100
412,2014-01-28 04:00:00,605,48,100
413,2014-01-28 05:00:00,1426,48,100
414,2014-01-28 06:00:00,3081,48,100
415,2014-01-28 07:00:00,4107,48,100
416,2014-01-28 08:00:00,4332,48,100
417,2014-01-28 09:00:00,3599,48,100
418,2014-01-28 10:00:00,3532,48,100
419,2014-01-28 11:00:00,3682,48,100
420,2014-01-28 12:00:00,4062,48,100
421,2014-01-28 13:00:00,4476,48,100
422,2014-01-28 14:00:00,5499,48,100
423,2014-01-28 15:00:00,6399,48,100
424,2014-01-28 16:00:00,6788,48,100
425,2014-01-28 17:00:00,6039,48,100
426,2014-01-28 18:00:00,4700,48,100
427,2014-01-28 19:00:00,3269,48,100
428,2014-01-28 20:00:00,2669,48,100
429,2014-01-28 21:00:00,2226,48,100
430,2014-01-28 22:00:00,1517,48,100
431,2014-01-28 23:00:00,986,48,100
432,2014-01-29 00:00:00,587,48,100
433,2014-01-29 01:00:00,349,48,100
434,2014-01-29 02:00:00,270,48,100
435,2014-01-29 03:00:00,295,48,100
436,2014-01-29 04:00:00,569,48,100
437,2014-01-29 05:00:00,1431,48,100
438,2014-01-29 06:00:00,3044,48,100
439,2014-01-29 07:00:00,4263,48,100
440,2014-01-29 08:00:00,4217,48,100
441,2014-01-29 09:00:00,3733,48,100
442,2014-01-29 10:00:00,3472,48,100
443,2014-01-29 11:00:00,3891,48,100
444,2014-01-29 12:00:00,4283,48,100
445,2014-01-29 13:00:00,4441,48,100
446,2014-01-29 14:00:00,5397,48,100
447,2014-01-29 15:00:00,6531,48,100
448,2014-01-29 16:00:00,6455,48,100
449,2014-01-29 17:00:00,6506,48,100
450,2014-01-29 18:00:00,4779,48,100
451,2014-01-29 19:00:00,3334,48,100
452,2014-01-29 20:00:00,2852,48,100
453,2014-01-29 21:00:00,2338,48,100
454,2014-01-29 22:00:00,1622,48,100
455,2014-01-29 23:00:00,1033,48,100
456,2014-01-30 00:00:00,577,48,100
457,2014-01-30 01:00:00,361,48,100
458,2014-01-30 02:00:00,320,48,100
459,2014-01-30 03:00:00,338,48,100
460,2014-01-30 04:00:00,628,48,100
461,2014-01-30 05:00:00,1512,48,100
462,2014-01-30 06:00:00,3010,48,100
463,2014-01-30 07:00:00,4200,48,100
464,2014-01-30 08:00:00,4312,48,100
465,2014-01-30 09:00:00,3698,48,100
466,2014-01-30 10:00:00,3604,48,100
467,2014-01-30 11:00:00,4103,48,100
468,2014-01-30 12:00:00,4293,48,100
469,2014-01-30 13:00:00,4672,48,100
470,2014-01-30 14:00:00,5600,48,100
471,2014-01-30 15:00:00,6581,48,100
472,2014-01-30 16:00:00,6614,48,100
473,2014-01-30 17:00:00,6286,48,100
474,2014-01-30 18:00:00,4779,48,100
475,2014-01-30 19:00:00,3268,48,100
476,2014-01-30 20:00:00,2708,48,100
477,2014-01-30 21:00:00,2334,48,100
478,2014-01-30 22:00:00,1743,48,100
479,2014-01-30 23:00:00,1116,48,100
480,2014-01-31 00:00:00,695,48,100
481,2014-01-31 01:00:00,410,48,100
482,2014-01-31 02:00:00,331,48,100
483,2014-01-31 03:00:00,335,48,100
484,2014-01-31 04:00:00,614,48,100
485,2014-01-31 05:00:00,1397,48,100
486,2014-01-31 06:00:00,2812,48,100
487,2014-01-31 07:00:00,4231,48,100
488,2014-01-31 08:00:00,4102,48,100
489,2014-01-31 09:00:00,3756,48,100
490,2014-01-31 10:00:00,3961,48,100
491,2014-01-31 11:00:00,4492,48,100
492,2014-01-31 12:00:00,4832,48,100
493,2014-01-31 13:00:00,5129,48,100
494,2014-01-31 14:00:00,6135,48,100
495,2014-01-31 15:00:00,6811,48,100
496,2014-01-31 16:00:00,6860,48,100
497,2014-01-31 17:00:00,6323,48,100
498,2014-01-31 18:00:00,4862,48,100
499,2014-01-31 19:00:00,3848,48,100
500,2014-01-31 20:00:00,3229,48,100
501,2014-01-31 21:00:00,2758,48,100
502,2014-01-31 22:00:00,2180,48,100
503,2014-01-31 23:00:00,1893,48,100
504,2014-02-03 00:00:00,579,48,100
505,2014-02-03 01:00:00,320,48,100
506,2014-02-03 02:00:00,327,48,100
507,2014-02-03 03:00:00,371,48,100
508,2014-02-03 04:00:00,590,48,100
509,2014-02-03 05:00:00,1416,48,100
510,2014-02-03 06:00:00,2964,48,100
511,2014-02-03 07:00:00,4187,48,100
512,2014-02-03 08:00:00,4108,48,100
513,2014-02-03 09:00:00,3658,48,100
514,2014-02-03 10:00:00,3644,48,100
515,2014-02-03 11:00:00,3944,48,100
516,2014-02-03 12:00:00,4295,48,100
517,2014-02-03 13:00:00,4514,48,100
518,2014-02-03 14:00:00,5543,48,100
519,2014-02-03 15:00:00,6339,48,100
520,2014-02-03 16:00:00,6490,48,100
521,2014-02-03 17:00:00,6095,48,100
522,2014-02-03 18:00:00,4536,48,100
523,2014-02-03 19:00:00,3137,48,100
524,2014-02-03 20:00:00,2412,48,100
525,2014-02-03 21:00:00,2135,48,100
526,2014-02-03 22:00:00,1515,48,100
527,2014-02-03 23:00:00,967,48,100
528,2014-02-04 00:00:00,554,48,100
529,2014-02-04 01:00:00,392,48,100
530,2014-02-04 02:00:00,253,48,100
531,2014-02-04 03:00:00,298,48,100
532,2014-02-04 04:00:00,582,48,100
533,2014-02-04 05:00:00,1462,48,100
534,2014-02-04 06:00:00,3053,48,100
535,2014-02-04 07:00:00,4270,48,100
536,2014-02-04 08:00:00,4291,48,100
537,2014-02-04 09:00:00,3686,48,100
538,2014-02-04 10:00:00,3493,48,100
539,2014-02-04 11:00:00,3895,48,100
540,2014-02-04 12:00:00,4162,48,100
541,2014-02-04 13:00:00,4529,48,100
542,2014-02-04 14:00:00,5590,48,100
543,2014-02-04 15:00:00,6598,48,100
544,2014-02-04 16:00:00,6595,48,100
545,2014-02-04 17:00:00,6263,48,100
546,2014-02-04 18:00:00,4649,48,100
547,2014-02-04 19:00:00,3335,48,100
548,2014-02-04 20:00:00,2627,48,100
549,2014-02-04 21:00:00,2333,48,100
550,2014-02-04 22:00:00,1620,48,100
551,2014-02-04 23:00:00,1019,48,100
552,2014-02-05 00:00:00,581,48,100
553,2014-02-05 01:00:00,375,48,100
554,2014-02-05 02:00:00,286,48,100
555,2014-02-05 03:00:00,327,48,100
556,2014-02-05 04:00:00,594,48,100
557,2014-02-05 05:00:00,1440,48,100
558,2014-02-05 06:00:00,2998,48,100
559,2014-02-05 07:00:00,4226,48,100
560,2014-02-05 08:00:00,4338,48,100
561,2014-02-05 09:00:00,3586,48,100
562,2014-02-05 10:00:00,3642,48,100
563,2014-02-05 11:00:00,3871,48,100
564,2014-02-05 12:00:00,4288,48,100
565,2014-02-05 13:00:00,4622,48,100
566,2014-02-05 14:00:00,5410,48,100
567,2014-02-05 15:00:00,6376,48,100
568,2014-02-05 16:00:00,6450,48,100
569,2014-02-05 17:00:00,6469,48,100
570,2014-02-05 18:00:00,4998,48,100
571,2014-02-05 19:00:00,3324,48,100
572,2014-02-05 20:00:00,2842,48,100
573,2014-02-05 21:00:00,2474,48,100
574,2014-02-05 22:00:00,1652,48,100
575,2014-02-05 23:00:00,1038,48,100
576,2014-02-06 00:00:00,632,48,100
577,2014-02-06 01:00:00,338,48,100
578,2014-02-06 02:00:00,284,48,100
579,2014-02-06 03:00:00,323,48,100
580,2014-02-06 04:00:00,614,48,100
581,2014-02-06 05:00:00,1426,48,100
582,2014-02-06 06:00:00,3075,48,100
583,2014-02-06 07:00:00,4283,48,100
584,2014-02-06 08:00:00,4163,48,100
585,2014-02-06 09:00:00,3672,48,100
586,2014-02-06 10:00:00,3597,48,100
587,2014-02-06 11:00:00,3923,48,100
588,2014-02-06 12:00:00,4335,48,100
589,2014-02-06 13:00:00,4596,48,100
590,2014-02-06 14:00:00,5844,48,100
591,2014-02-06 15:00:00,6531,48,100
592,2014-02-06 16:00:00,5984,48,100
593,2014-02-06 17:00:00,5416,48,92
594,2014-02-06 18:00:00,4710,48,100
595,2014-02-06 19:00:00,3290,48,100
596,2014-02-06 20:00:00,2562,48,100
597,2014-02-06 21:00:00,2172,48,100
598,2014-02-06 22:00:00,1624,48,100
599,2014-02-06 23:00:00,1058,48,100
600,2014-02-07 00:00:00,611,48,100
601,2014-02-07 01:00:00,349,48,100
602,2014-02-07 02:00:00,336,48,100
603,2014-02-07 03:00:00,345,48,100
604,2014-02-07 04:00:00,584,48,100
605,2014-02-07 05:00:00,1352,48,100
606,2014-02-07 06:00:00,3022,48,100
607,2014-02-07 07:00:00,4331,48,100
608,2014-02-07 08:00:00,4204,48,100
609,2014-02-07 09:00:00,3749,48,100
610,2014-02-07 10:00:00,4067,48,100
611,2014-02-07 11:00:00,4377,48,100
612,2014-02-07 12:00:00,4856,48,100
613,2014-02-07 13:00:00,5251,48,100
614,2014-02-07 14:00:00,6043,48,100
615,2014-02-07 15:00:00,6640,48,100
616,2014-02-07 16:00:00,6539,48,100
617,2014-02-07 17:00:00,6423,48,100
618,2014-02-07 18:00:00,5168,48,100
619,2014-02-07 19:00:00,3953,48,100
620,2014-02-07 20:00:00,3117,48,100
621,2014-02-07 21:00:00,2782,48,100
622,2014-02-07 22:00:00,2175,48,100
623,2014-02-07 23:00:00,1577,48,100
624,2014-02-10 00:00:00,570,48,100
625,2014-02-10 01:00:00,379,48,100
626,2014-02-10 02:00:00,292,48,100
627,2014-02-10 03:00:00,351,48,100
628,2014-02-10 04:00:00,626,48,100
629,2014-02-10 05:00:00,1487,48,100
630,2014-02-10 06:00:00,2677,48,100
631,2014-02-10 07:00:00,3818,48,100
632,2014-02-10 08:00:00,4282,48,100
633,2014-02-10 09:00:00,3556,48,100
634,2014-02-10 10:00:00,3804,48,100
635,2014-02-10 11:00:00,4024,48,100
636,2014-02-10 12:00:00,4285,48,100
637,2014-02-10 13:00:00,4478,48,100
638,2014-02-10 14:00:00,5570,48,100
639,2014-02-10 15:00:00,6298,48,100
