,Hour,Flow (Veh/Hour),# Lane Points,% Observed
575,2014-11-04 23:00:00,1052,48,100
576,2014-11-05 00:00:00,625,48,67
577,2014-11-05 01:00:00,375,48,92
578,2014-11-05 02:00:00,294,48,100
579,2014-11-05 03:00:00,349,48,100
580,2014-11-05 04:00:00,646,48,100
581,2014-11-05 05:00:00,1640,48,100
582,2014-11-05 06:00:00,3299,48,100
583,2014-11-05 07:00:00,4389,48,100
584,2014-11-05 08:00:00,4191,48,100
585,2014-11-05 09:00:00,3747,48,92
586,2014-11-05 10:00:00,3742,48,100
587,2014-11-05 11:00:00,4157,48,92
588,2014-11-05 12:00:00,4302,48,100
589,2014-11-05 13:00:00,4760,48,83
590,2014-11-05 14:00:00,5501,48,92
591,2014-11-05 15:00:00,6641,48,100
592,2014-11-05 16:00:00,6497,48,100
593,2014-11-05 17:00:00,6201,48,92
594,2014-11-05 18:00:00,5151,48,100
595,2014-11-05 19:00:00,3552,48,100
596,2014-11-05 20:00:00,2967,48,100
597,2014-11-05 21:00:00,2339,48,100
598,2014-11-05 22:00:00,1663,48,100
599,2014-11-05 23:00:00,1101,48,100
600,2014-11-06 00:00:00,663,48,100
601,2014-11-06 01:00:00,399,48,100
602,2014-11-06 02:00:00,322,48,100
603,2014-11-06 03:00:00,399,48,100
604,2014-11-06 04:00:00,669,48,100
605,2014-11-06 05:00:00,1675,48,92
606,2014-11-06 06:00:00,3373,48,100
607,2014-11-06 07:00:00,4208,48,92
608,2014-11-06 08:00:00,4241,48,100
609,2014-11-06 09:00:00,3732,48,100
610,2014-11-06 10:00:00,3863,48,83
611,2014-11-06 11:00:00,4166,48,100
612,2014-11-06 12:00:00,4442,48,100
613,2014-11-06 13:00:00,4669,48,100
614,2014-11-06 14:00:00,5735,48,100
615,2014-11-06 15:00:00,6445,48,100
616,2014-11-06 16:00:00,6654,48,100
617,2014-11-06 17:00:00,6346,48,100
618,2014-11-06 18:00:00,5152,48,100
619,2014-11-06 19:00:00,3799,48,100
620,2014-11-06 20:00:00,3000,48,100
621,2014-11-06 21:00:00,2567,48,100
622,2014-11-06 22:00:00,1787,48,100
623,2014-11-06 23:00:00,1153,48,100
624,2014-11-07 00:00:00,684,48,100
625,2014-11-07 01:00:00,450,48,100
626,2014-11-07 02:00:00,354,48,92
627,2014-11-07 03:00:00,398,48,83
628,2014-11-07 04:00:00,679,48,100
629,2014-11-07 05:00:00,1778,48,100
630,2014-11-07 06:00:00,3339,48,100
631,2014-11-07 07:00:00,4367,48,92
632,2014-11-07 08:00:00,4249,48,92
633,2014-11-07 09:00:00,3999,48,100
634,2014-11-07 10:00:00,4082,48,100
635,2014-11-07 11:00:00,4539,48,100
636,2014-11-07 12:00:00,5034,48,100
637,2014-11-07 13:00:00,5312,48,100
638,2014-11-07 14:00:00,6194,48,100
